orig_word,sorted_word
apartment,aaemnprtt
apathetic,aacehiptt
apathy,aahpty
apatite,aaeiptt
ape,aep
apeak,aaekp
apercu,acepru
aperient,aeeinprt
aperitif,aefiiprt
aperture,aeeprrtu
apex,aepx
aphasia,aaahips
aphasic,aachips
aphelion,aehilnop
aphid,adhip
aphis,ahips
aphorism,ahimoprs
aphoristic,achiioprst
aphotic,achiopt
aphrodisiac,aacdhiioprs
apiarist,aaiiprst
apiary,aaipry
apical,aacilp
apices,aceips
apiculture,aceilprtuu
apiece,aceeip
apish,ahips
aplenty,aelnpty
aplomb,ablmop
apocalypse,aaceloppsy
apocalyptic,aacciloppty
apocryphal,aachloppry
apocynthion,achinnoopty
apogee,aeegop
apolitical,aaciillopt
apologetic,acegiloopt
apologetically,aacegillloopty
apologetics,acegiloopst
apologia,aagiloop
apologist,agiloopst
apologize,aegiloopz
apologizer,aegilooprz
apology,agloopy
apolune,aelnopu
apophthegm,aeghhmoppt
apoplectic,acceiloppt
apoplexy,aeloppxy
apostasy,aaopssty
apostate,aaeopstt
apostatise,aaeiopsstt
apostatize,aaeiopsttz
apostle,aelopst
apostolic,aciloopst
apostrophe,aehoopprst
apostrophize,aehioopprstz
apothecary,aacehoprty
apothegm,aeghmopt
apothem,aehmopt
apotheosis,aehioopsst
appal,aalpp
appall,aallpp
appalling,aagillnpp
appanage,aaaegnpp
apparat,aaapprt
apparel,aaelppr
apparent,aaenpprt
apparently,aaelnpprty
apparition,aaiinopprt
appeal,aaelpp
appealing,aaegilnpp
appease,aaeepps
appeasement,aaeeemnppst
appellant,aaellnppt
appellate,aaeellppt
appellation,aaeillnoppt
appellee,aeeellpp
append,adenpp
appendage,aadeegnpp
appendectomy,acdeemnoppty
appendices,acdeeinpps
appendicitis,acdeiiinppst
appendix,adeinppx
appertain,aaeinpprt
appetency,aceenppty
appetite,aeeipptt
appetizer,aeeipprtz
appetizing,aegiinpptz
applaud,aadlppu
applause,aaelppsu
applecart,aacelpprt
applejack,aacejklpp
applesauce,aaceelppsu
appliance,aaceilnpp
applicable,aabceillpp
applicant,aacilnppt
applicator,aacilopprt
applied,adeilpp
applique,aeilppqu
appointed,adeinoppt
appointee,aeeinoppt
appointive,aeiinopptv
appointment,aeimnnopptt
apportion,ainoopprt
apportionment,aeimnnoopprtt
appose,aeopps
apposite,aeioppst
apposition,aiinooppst
appositive,aeiioppstv
appraisal,aaailpprs
appraise,aaeipprs
appraiser,aaeipprrs
appreciable,aabceeilppr
appreciably,aabceilppry
appreciate,aaceeipprt
appreciation,aaceiinopprt
appreciative,aaceeiipprtv
apprehend,adeehnppr
apprehension,aeehinnopprs
apprehensive,aeeehinpprsv
apprentice,aceeinpprt
apprenticeship,aceehiinppprst
apprise,aeipprs
approach,aachoppr
approachable,aaabcehloppr
approbation,aabinoopprt
approbatory,aaboopprrty
appropriate,aaeioppprrt
appropriately,aaeiloppprrty
appropriation,aaiinooppprrt
appropriator,aaiooppprrrt
approvingly,agilnopprvy
approximate,aaeimopprtx
approximately,aaeilmopprtxy
approximation,aaiimnoopprtx
appurtenance,aaceennpprtu
appurtenant,aaennpprttu
apricot,acioprt
apron,anopr
apropos,aoopprs
apse,aeps
apt,apt
aptitude,adeipttu
aptly,alpty
aptness,aenpsst
aqua,aaqu
aquacade,aaacdequ
aquaculture,aacelqrtuuu
aqualung,aaglnquu
aquamarine,aaaeimnqru
aquanaut,aaanqtuu
aquaplane,aaaelnpqu
aquaregia,aaaegiqru
aquarium,aaimqruu
aquatic,aaciqtu
aquatint,aainqttu
aquavit,aaiqtuv
aquavitae,aaaeiqtuv
aqueduct,acdeqtuu
aqueous,aeoqsuu
aquiculture,aceilqrtuuu
aquifer,aefiqru
aquiline,aeiilnqu
ar,ar
arabesque,aabeeqrsu
arable,aabelr
arachnid,aacdhinr
arbalest,aabelrst
arbalist,aabilrst
arbiter,abeirrt
arbitrage,aabegirrt
arbitrament,aabeimnrrtt
arbitrarily,aabiilrrrty
arbitrary,aabirrrty
arbitrate,aabeirrtt
arbitration,aabiinorrtt
arbitrator,aabiorrrtt
arbor,aborr
arboreal,aabelorr
arboretum,abemorrtu
arbour,aborru
arbutus,abrstuu
arc,acr
arcade,aacder
arcane,aacenr
archaeological,aaacceghilloor
archaeologist,aaceghiloorst
archaeology,aaceghloory
archaeopteryx,aaceehoprrtxy
archaic,aacchir
archaism,aachimrs
archangel,aaceghlnr
archbishop,abchhioprs
archbishopric,abcchhiioprrs
archdeacon,aaccdehnor
archdeaconry,aaccdehnorry
archdiocese,accdeehiors
archduke,acdehkru
arched,acdehr
archenemy,aceehmnry
archeological,aacceghilloor
archeologist,aceghiloorst
archeology,aceghloory
archeopteryx,aceehoprrtxy
archer,acehrr
archery,acehrry
archetypal,aacehlprty
archetype,aceehprty
archetypical,aaccehilprty
archfiend,acdefhinr
archimandrite,aacdehiimnrrt
archipelago,aaceghilopr
architect,accehirtt
architectonics,acccehiinorstt
architectural,aaccehilrrttu
architecture,acceehirrttu
architrave,aacehirrtv
archives,acehirsv
archivist,achiirstv
archon,achnor
archway,aachrwy
arcked,acdekr
arcking,acgiknr
arctic,accirt
arcuate,aacertu
ardent,adenrt
ardor,adorr
ardour,adorru
arduous,adorsuu
area,aaer
areaway,aaaerwy
arena,aaenr
arete,aeert
argent,aegnrt
argentine,aeeginnrt
argillaceous,aacegillorsu
argon,agnor
argosy,agorsy
argot,agort
arguable,aabeglru
argumentation,aaegimnnorttu
argumentative,aaeegimnrttuv
argyle,aeglry
aria,aair
arid,adir
aridity,adiirty
aright,aghirt
arisen,aeinrs
aristocracy,aacciorrsty
aristocrat,aaciorrstt
aristocratic,aacciiorrstt
arith,ahirt
arithmetic,acehiimrtt
arithmetical,aacehiilmrtt
arithmetician,aacehiiimnrtt
ark,akr
armada,aaadmr
armadillo,aadillmor
armament,aaemmnrt
armature,aaemrrtu
armband,aabdmnr
armchair,aachimrr
armed,ademr
armful,aflmru
armhole,aehlmor
armistice,aceiimrst
armlet,aelmrt
armor,amorr
armored,ademorr
armorer,aemorrr
armorial,aailmorr
armory,amorry
armour,amorru
armoured,ademorru
armourer,aemorrru
armpit,aimprt
armrest,aemrrst
arms,amrs
armyworm,ammorrwy
arnica,aacinr
aroma,aamor
aromatic,aacimort
arose,aeors
arouse,aeorsu
arpeggio,aeggiopr
arquebus,abeqrsuu
arrack,aackrr
arraign,aaginrr
arraignment,aaegimnnrrt
arrangement,aaeegmnnrrt
arrant,aanrrt
arras,aarrs
array,aarry
arrears,aaerrrs
arresting,aeginrrst
arrhythmia,aahhimrrty
arrival,aailrrv
arrivederci,acdeeiirrrv
arrogance,aacegnorr
arrogant,aagnorrt
arrogate,aaegorrt
arrowhead,aadehorrw
arrowroot,aooorrrtw
arse,aers
arsenal,aaelnrs
arsenate,aaeenrst
arsenic,aceinrs
arson,anors
arsonist,ainorsst
artefact,aacefrtt
arterial,aaeilrrt
arteriole,aeeilorrt
arteriosclerosis,aceeiiloorrrssst
arteriosclerotic,acceeiiloorrrstt
artery,aerrty
artful,aflrtu
arthritic,achiirrtt
arthritis,ahiirrstt
arthropod,adhooprrt
artichoke,acehikort
articular,aacilrrtu
articulate,aaceilrttu
articulation,aaciilnorttu
artifact,aacfirtt
artifice,acefiirt
artificer,acefiirrt
artificiality,aacfiiiilrtty
artillery,aeillrrty
artilleryman,aaeillmnrrty
artisan,aainrst
artist,airstt
artiste,aeirstt
artistic,aciirstt
artistically,aaciillrstty
artistry,airrstty
artless,aelrsst
arty,arty
asbestos,abeossst
ascend,acdens
ascendancy,aaccdennsy
ascendant,aacdennst
ascendency,accdeennsy
ascendent,acdeennst
ascension,aceinnoss
ascent,acenst
ascertain,aaceinrst
ascertainable,aaabceeilnrst
ascetic,acceist
asceticism,acceiimsst
ascot,acost
ascribe,abceirs
ascription,aciinoprst
asepsis,aeipsss
aseptic,aceipst
asexual,aaelsux
ashbin,abhins
ashcan,aachns
ashen,aehns
ashlar,aahlrs
ashore,aehors
ashram,aahmrs
ashtray,aahrsty
ashy,ahsy
asinine,aeiinns
askance,aacekns
askew,aeksw
aslant,aalnst
asocial,aacilos
asp,aps
asparagus,aaagprssu
aspect,acepst
aspectual,aacelpstu
aspen,aenps
asperity,aeiprsty
asperse,aeeprss
aspersion,aeinoprss
asphalt,aahlpst
asphodel,adehlops
asphyxia,aahipsxy
asphyxiate,aaehipstxy
asphyxiation,aahiinopstxy
aspic,acips
aspirant,aainprst
aspirate,aaeiprst
aspiration,aaiinoprst
aspire,aeiprs
aspirin,aiinprs
ass,ass
assail,aailss
assailant,aaailnsst
assassin,aainssss
assassinate,aaaeinsssst
assassination,aaaiinnosssst
assault,aalsstu
assay,aassy
assayer,aaerssy
assemblage,aabeeglmss
assemble,abeelmss
assembly,abelmssy
assemblyman,aabelmmnssy
assent,aensst
assert,aersst
assertion,aeinorsst
assertive,aeeirsstv
assess,aessss
assessment,aeemnsssst
assessor,aeorssss
asset,aesst
asseverate,aaeeersstv
asseveration,aaeeinorsstv
assiduous,adiosssuu
assign,aginss
assignable,aabegilnss
assignation,aagiinnosst
assignment,aegimnnsst
assimilate,aaeiilmsst
assimilation,aaiiilmnosst
assist,aissst
assistance,aaceinssst
assistant,aainssstt
assize,aeissz
associate,aaceiosst
associative,aaceiiosstv
assonance,aacennoss
assonant,aannosst
assort,aorsst
assorted,adeorsst
assortment,aemnorsstt
assuage,aaegssu
assume,aemssu
assumed,ademssu
assuming,agimnssu
assumption,aimnopsstu
assumptive,aeimpsstuv
assurance,aacenrssu
assure,aerssu
assured,aderssu
astatine,aaeinstt
aster,aerst
asterisk,aeikrsst
asterism,aeimrsst
astern,aenrst
asteroid,adeiorst
asthma,aahmst
asthmatic,aachimstt
astigmatic,aacgiimstt
astigmatism,aagiimmsstt
astir,airst
astonishing,aghiinnosst
astonishment,aehimnnosstt
astound,adnostu
astraddle,aaddelrst
astrakhan,aaahknrst
astral,aalrst
astray,aarsty
astride,adeirst
astringency,aceginnrsty
astringent,aeginnrstt
astrobiology,abgilooorsty
astrodome,ademoorst
astrodynamics,aacdimnorssty
astrogate,aaegorstt
astrolabe,aabelorst
astrologer,aegloorrst
astrological,aacgilloorst
astrology,agloorsty
astronaut,aanorsttu
astronautic,aacinorsttu
astronautical,aaacilnorsttu
astronautics,aacinorssttu
astronomer,aemnoorrst
astronomic,acimnoorst
astronomical,aacilmnoorst
astronomy,amnoorsty
astrophysical,aachiloprssty
astrophysicist,achiioprssstty
astrophysics,achioprsssty
astute,aesttu
asunder,adenrsu
asylum,almsuy
asymmetric,aceimmrsty
asymmetrical,aaceilmmrsty
asymptote,aemopstty
atavism,aaimstv
atavistic,aaciisttv
atchoo,achoot
ate,aet
atelier,aeeilrt
atheism,aehimst
atheist,aehistt
atheistic,acehiistt
atheistical,aacehiilstt
athenaeum,aaeehmntu
atherosclerosis,aceehiloorrssst
athirst,ahirstt
athlete,aeehltt
athletic,acehiltt
athletically,aacehillltty
athletics,acehilstt
athwart,aahrttw
atilt,ailtt
atishoo,ahioost
atlas,aalst
atmosphere,aeehmoprst
atmospheric,acehimoprst
atmospherical,aacehilmoprst
atmospherics,acehimoprsst
atoll,allot
atom,amot
atomic,acimot
atomise,aeimost
atomism,aimmost
atomize,aeimotz
atomizer,aeimortz
atonal,aalnot
atonality,aailnotty
atone,aenot
atonement,aeemnnott
atony,anoty
atop,aopt
atrium,aimrtu
atrocious,acioorstu
atrocity,aciortty
atrophy,ahoprty
attaboy,aabotty
attach,aachtt
attache,aacehtt
attachment,aacehmnttt
attain,aaintt
attainable,aaabeilntt
attainder,aadeinrtt
attainment,aaeimnnttt
attaint,aainttt
attar,aartt
attempted,adeempttt
attendance,aacdeenntt
attendant,aadennttt
attentive,aeeintttv
attenuate,aaeentttu
attenuation,aaeinnotttu
attest,aesttt
attestation,aaeinostttt
attested,adeesttt
attic,acitt
attire,aeirtt
attitude,adeitttu
attitudinise,adeiiinstttu
attitudinize,adeiiintttuz
attorney,aenortty
attractant,aaacnrtttt
attributable,aabbeilrtttu
attribute,abeirtttu
attribution,abiinortttu
attributive,abeiirtttuv
attrition,aiinorttt
attune,aenttu
atwitter,aeirtttw
atypical,aacilpty
aubergine,abeeginru
aubrietia,aabeiirtu
auburn,abnruu
aucourant,aacnortuu
auction,acinotu
auctioneer,aceeinortu
audacious,aacdiosuu
audacity,aacdituy
audibility,abdiiiltuy
audible,abdeilu
audio,adiou
audiology,adgiloouy
audiometer,adeeimortu
audiophile,adehiilopu
audiotape,aadeioptu
audiovisual,aadiilosuuv
audit,aditu
audition,adiinotu
auditor,adiortu
auditorium,adiimortuu
auditory,adiortuy
auger,aegru
aught,aghtu
augment,aegmntu
augmentation,aaegimnnottu
augur,agruu
augury,agruuy
august,agstuu
auk,aku
auntie,aeintu
aunty,antuy
aura,aaru
aural,aalru
aureate,aaeertu
aureole,aeeloru
auricle,aceilru
auricular,aacilrruu
auriferous,aefiorrsuu
aurochs,achorsu
auroral,aalorru
auscultate,aacelsttuu
auscultation,aacilnosttuu
auspices,aceipssu
auspicious,aciiopssuu
austere,aeerstu
austerity,aeirsttuy
austral,aalrstu
autarchy,aachrtuy
autarky,aakrtuy
authentic,acehinttu
authentically,aacehillnttuy
authenticate,aaceehintttu
authentication,aacehiinnotttu
authenticity,acehiintttuy
author,ahortu
authoress,aehorsstu
authoritarian,aaahiinorrttu
authoritarianism,aaahiiimnorrsttu
authoritative,aaehiiortttuv
authorization,aahiinoorttuz
authorize,aehiortuz
authorized,adehiortuz
authorship,ahhioprstu
autism,aimstu
autistic,aciisttu
auto,aotu
autobahn,aabhnotu
autobiographer,aabeghiooprrtu
autobiographic,aabcghiiooprtu
autobiographical,aaabcghiilooprtu
autobiography,aabghiooprtuy
autochthonous,achhnooosttuu
autoclave,aacelotuv
autocracy,aaccortuy
autocrat,aacorttu
autocratic,aacciorttu
autocratical,aaaccilorttu
autodidact,aacddiottu
autoeroticism,aceiimoorsttu
autogiro,agioortu
autograph,aaghoprtu
autographic,aacghioprtu
autographical,aaacghiloprtu
autogyro,agoortuy
autohypnosis,ahinoopsstuy
autointoxication,aaciiinnoootttux
automat,aamottu
automata,aaamottu
automate,aaemottu
automatically,aaacillmottuy
automation,aaimnoottu
automatism,aaimmosttu
automaton,aamnoottu
automobile,abeilmootu
automotive,aeimoottuv
autonomic,acimnootu
autonomous,amnooostuu
autonomy,amnootuy
autopilot,ailoopttu
autopsy,aopstuy
autostrada,aaadorsttu
autosuggestion,aegginoossttuu
autumnal,aalmntuu
auxiliary,aaiilruxy
auxin,ainux
avail,aailv
availability,aaabiiilltvy
available,aaabeillv
availably,aaabillvy
avalanche,aaacehlnv
avarice,aaceirv
avaricious,aaciiorsuv
avast,aastv
avatar,aaartv
ave,aev
avenge,aeegnv
avenger,aeegnrv
aver,aerv
averse,aeersv
aversion,aeinorsv
aversive,aeeirsvv
avert,aertv
avian,aainv
aviary,aairvy
aviation,aaiinotv
aviator,aaiortv
aviatrix,aaiirtvx
avid,adiv
avidity,adiitvy
avionics,aciinosv
avitaminosis,aaiiimnosstv
avocado,aacdoov
avocation,aacinootv
avocet,aceotv
avoidable,aabdeilov
avoidance,aacdeinov
avoirdupois,adiiooprsuv
avouch,achouv
avow,aovw
avowal,aalovw
avowed,adeovw
avuncular,aaclnruuv
aw,aw
await,aaitw
awaken,aaeknw
awakening,aaegiknnw
award,aadrw
aware,aaerw
awareness,aaeenrssw
awash,aahsw
awe,aew
aweary,aaerwy
aweigh,aeghiw
awesome,aeemosw
awestricken,aceeiknrstw
awestruck,acekrstuw
awful,afluw
awfully,aflluwy
awhile,aehilw
awkwardly,aadklrwwy
awkwardness,aadeknrssww
awl,alw
awning,aginnw
awoke,aekow
awry,arwy
ax,ax
axe,aex
axes,aesx
axial,aailx
axiom,aimox
axiomatic,aaciimotx
axiomatical,aaaciilmotx
axis,aisx
axle,aelx
axletree,aeeelrtx
axolotl,allootx
axon,anox
axone,aenox
ay,ay
ayah,aahy
aye,aey
azalea,aaaelz
azimuth,ahimtuz
azure,aeruz
b,b
baa,aab
baba,aabb
babble,abbbel
babbler,abbbelr
babe,abbe
baboo,abboo
baboon,abbnoo
babu,abbu
babyhood,abbdhooy
babyish,abbhisy
babysitter,abbeirstty
baccalaureate,aaaabcceelrtu
baccarat,aaabccrt
bacchanal,aaabcchln
bacchanalian,aaaabcchilnn
baccy,abccy
bachelor,abcehlor
bacillus,abcillsu
backache,aabccehk
backbench,abbccehkn
backbite,abbceikt
backbiter,abbceikrt
backboard,aabbcdkor
backbone,abbcekno
backbreaking,aabbcegikknr
backburner,abbceknrru
backchat,aabcchkt
backcloth,abcchklot
backcomb,abbcckmo
backdate,aabcdekt
backdoor,abcdkoor
backdrop,abcdkopr
backer,abcekr
backfield,abcdefikl
backfire,abcefikr
backgammon,aabcgkmmno
background,abcdgknoru
backhand,aabcdhkn
backhanded,aabcddehkn
backhander,aabcdehknr
backing,abcgikn
backlash,aabchkls
backless,abceklss
backlog,abcgklo
backmost,abckmost
backorder,abcdekorr
backpack,aabcckkp
backpedal,aabcdeklp
backrest,abcekrst
backseat,aabcekst
backside,abcdeiks
backslapping,aabcgiklnpps
backslide,abcdeikls
backslider,abcdeiklrs
backspace,aabccekps
backspin,abciknps
backstab,aabbckst
backstabbing,aabbbcgiknst
backstage,aabcegkst
backstairs,aabcikrsst
backstay,aabcksty
backstop,abckopst
backstreet,abceekrstt
backstretch,abccehkrstt
backstroke,abcekkorst
backswept,abcekpstw
backtalk,aabckklt
backtrack,aabcckkrt
backup,abckpu
backwards,aabcdkrsw
backwash,aabchksw
backwater,aabcekrtw
backwoods,abcdkoosw
backwoodsman,aabcdkmnoosw
backyard,aabcdkry
bacon,abcno
bacteria,aabceirt
bacterial,aabceilrt
bacteriologist,abcegiiloorstt
bacteriology,abcegiloorty
bacteriophage,aabceeghioprt
baddie,abddei
baddy,abddy
bade,abde
badge,abdeg
badger,abdegr
badinage,aabdegin
badlands,aabddlns
badly,abdly
badman,aabdmn
badminton,abdimnnot
badmouth,abdhmotu
badness,abdenss
baffle,abeffl
bafflement,abeefflmnt
baffler,abefflr
baffling,abffgiln
bagatelle,aabeegllt
bagel,abegl
bagful,abfglu
baggage,aabeggg
bagginess,abegginss
baggy,abggy
bagman,aabgmn
bagpipe,abegipp
bagpiper,abegippr
bags,abgs
baguette,abeegttu
bah,abh
bail,abil
bailey,abeily
bailiff,abffiil
bailiwick,abciiiklw
bailout,abilotu
bailsman,aabilmns
bairn,abinr
bait,abit
baize,abeiz
baker,abekr
bakery,abekry
baking,abgikn
baklava,aaabklv
baksheesh,abeehhkss
balaclava,aaaabcllv
balalaika,aaaabikll
balanced,aabcdeln
balboa,aabblo
balbriggan,aabbggilnr
balcony,abclnoy
bald,abdl
baldachin,aabcdhiln
balderdash,aabddehlrs
baldheaded,aabdddeehl
balding,abdgiln
baldly,abdlly
baldness,abdelnss
baldpate,aabdelpt
baldric,abcdilr
bale,abel
baleful,abefllu
balk,abkl
balky,abkly
ballad,aabdll
ballade,aabdell
ballast,aabllst
ballcock,abcckllo
ballerina,aabeillnr
ballet,abellt
balletomane,aabeellmnot
ballistic,abciillst
balloon,abllnoo
ballooning,abgillnnoo
balloonist,abillnoost
ballot,abllot
ballpark,aabkllpr
ballplayer,aabelllpry
ballpoint,abillnopt
ballroom,abllmoor
ballute,abelltu
bally,ablly
ballyhoo,abhllooy
balm,ablm
balmy,ablmy
baloney,abelnoy
balsa,aabls
balsam,aablms
baluster,abelrstu
balustrade,aabdelrstu
bam,abm
bambino,abbimno
bamboo,abbmoo
bamboozle,abbelmooz
ban,abn
banal,aabln
banality,aabilnty
banana,aaabnn
bananas,aaabnns
banbdolier,abbdeilnor
bandage,aabdegn
bandana,aaabdnn
bandanna,aaabdnnn
bandbox,abbdnox
bandeau,aabdenu
banderol,abdelnor
banderole,abdeelnor
bandicoot,abcdinoot
bandit,abdint
banditry,abdinrty
bandmaster,aabdemnrst
bandoleer,abdeelnor
bandsman,aabdmnns
bandstand,aabddnnst
bandwagon,aabdgnnow
bandy,abdny
bane,aben
baneful,abeflnu
bang,abgn
banger,abegnr
bangle,abegln
banian,aabinn
banish,abhins
banishment,abehimnnst
banister,abeinrst
banjo,abjno
bankbook,abbkknoo
bankcard,aabcdknr
banker,abeknr
banking,abgiknn
banknote,abeknnot
bankroll,abkllnor
bankrupt,abknprtu
bankruptcy,abcknprtuy
banner,abennr
bannister,abeinnrst
bannock,abcknno
banns,abnns
banquet,abenqtu
banqueting,abeginnqtu
banquette,abeenqttu
banshee,abeehns
bantam,aabmnt
bantamweight,aabeghimnttw
banter,abenrt
banteringly,abegilnnrty
bantling,abgilnnt
baobab,aabbbo
baptise,abeipst
baptism,abimpst
baptismal,aabilmpst
baptistery,abeiprstty
baptize,abeiptz
barb,abbr
barbarian,aaabbinrr
barbaric,aabbcirr
barbarise,aabbeirrs
barbarism,aabbimrrs
barbarity,aabbirrty
barbarize,aabbeirrz
barbarous,aabborrsu
barbecue,abbceeru
barbed,abbder
barbel,abbelr
barbell,abbellr
barber,abberr
barberry,abberrry
barbershop,abbehoprrs
barbican,aabbcinr
barbital,aabbilrt
barbiturate,aabbeirrttu
barcarole,aabcelorr
barcarolle,aabcellorr
bard,abdr
bareback,aabbcekr
barefaced,aabcdeefr
barefoot,abefoort
barehanded,aabddeehnr
bareheaded,aabddeeehr
barelegged,abdeeegglr
barely,abelry
bareness,abeenrss
barfly,abflry
barge,abegr
bargeman,aabegmnr
bargepole,abeeglopr
baritone,abeinort
barium,abimru
bark,abkr
barkeeper,abeeekprr
barkentine,abeeiknnrt
barker,abekrr
barley,abelry
barleycorn,abcelnorry
barmaid,aabdimr
barman,aabmnr
barmy,abmry
barn,abnr
barnacle,aabcelnr
barnacled,aabcdelnr
barnstorm,abmnorrst
barnstormer,abemnorrrst
barnyard,aabdnrry
barograph,aabghoprr
barometer,abeemorrt
barometric,abceimorrt
barometrical,aabceilmorrt
baron,abnor
baroness,abenorss
baronet,abenort
baronetcy,abcenorty
baronial,aabilnor
barony,abnory
baroque,abeoqru
barouche,abcehoru
barqentine,abeeinnqrt
barrack,aabckrr
barracuda,aaabcdrru
barrage,aabegrr
barratry,aabrrrty
barred,abderr
barren,abenrr
barrenness,abeennrrss
barrette,abeerrtt
barricade,aabcdeirr
barrier,abeirrr
barring,abginrr
barrio,abiorr
barrister,abeirrrst
barroom,abmoorr
barrow,aborrw
barstool,abloorst
bartender,abdeenrrt
barter,aberrt
basal,aabls
basalt,aablst
basaltic,aabcilst
baseball,aabbells
baseboard,aabbdeors
baseborn,abbenors
baseless,abeelsss
baseline,abeeilns
baseman,aabemns
basement,abeemnst
bases,abess
bash,abhs
bashful,abfhlsu
basically,aabcillsy
basics,abciss
basil,abils
basilica,aabciils
basilisk,abiiklss
bask,abks
basketball,aabbekllst
basketful,abefklstu
basketry,abekrsty
basketwork,abekkorstw
bass,abss
basset,abesst
bassinet,abeinsst
bassist,abissst
basso,aboss
bassoon,abnooss
basswood,abdoossw
bast,abst
bastard,aabdrst
bastardise,aabdeirsst
bastardization,aaabdiinorsttz
bastardize,aabdeirstz
baste,abest
bastinado,aabdinost
basting,abginst
bastion,abinost
bat,abt
batch,abcht
bate,abet
bateau,aabetu
bather,abehrt
bathhouse,abehhostu
bathing,abghint
bathmat,aabhmtt
bathos,abhost
bathrobe,abbehort
bathroom,abhmoort
bathtub,abbhttu
bathyscaphe,aabcehhpsty
bathysphere,abeehhprsty
batik,abikt
batiste,abeistt
batman,aabmnt
baton,abnot
batrachian,aaabchinrt
bats,abst
batsman,aabmnst
battalion,aabilnott
batten,abentt
batter,abertt
battery,abertty
batting,abgintt
battledore,abdeelortt
battlefield,abdeefilltt
battlefront,abeflnorttt
battleground,abdeglnorttu
battlement,abeelmnttt
battleship,abehilpstt
battlewagon,aabeglnottw
batty,abtty
bauble,abbelu
baulk,abklu
bauxite,abeitux
bawd,abdw
bawdy,abdwy
bawl,ablw
bayberry,abberryy
bayonet,abenoty
bayou,abouy
bazaar,aaabrz
bazar,aabrz
bazooka,aabkooz
bbl,bbl
beach,abceh
beachcomber,abbcceehmor
beachhead,aabcdeehh
beachwear,aabceehrw
beacon,abceno
bead,abde
beading,abdegin
beadle,abdeel
beadwork,abdekorw
beady,abdey
beagle,abeegl
beak,abek
beaker,abeekr
beaming,abegimn
bean,aben
beanbag,aabbegn
beanery,abeenry
beanie,abeein
beano,abeno
beanstalk,aabeklnst
bearable,aabbeelr
bearded,abddeer
beardless,abdeelrss
bearer,abeerr
bearing,abeginr
bearish,abehirs
bearskin,abeiknrs
beast,abest
beastly,abelsty
beaten,abeent
beater,abeert
beatific,abcefiit
beatifically,aabcefiillty
beatification,aabcefiiinott
beatify,abefity
beating,abegint
beatitude,abdeeittu
beatnik,abeiknt
beau,abeu
beaugeste,abeeegstu
beaut,abetu
beauteous,abeeostuu
beautician,aabceiintu
beautification,aabcefiiinottu
beautifully,abefilltuuy
beautify,abefituy
beaux,abeux
beaver,abeerv
beaverboard,aabbdeeorrv
bebop,bbeop
becalm,abcelm
became,abceem
beck,bcek
beckon,bcekno
becloud,bcdelou
becoming,bcegimno
bedaub,abbdeu
bedazzle,abdeelzz
